,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,label
5753,21,46002,MORTGAGE,4.0,VENTURE,D,4000,,0,0.09,Y,3,0
5754,26,30000,RENT,3.0,PERSONAL,B,5400,10.0,0,0.18,N,4,0
5755,22,32000,RENT,1.0,PERSONAL,D,5400,16.29,1,0.17,N,2,1
5756,26,33600,RENT,0.0,PERSONAL,A,5400,,0,0.16,N,4,0
5757,23,35000,RENT,7.0,PERSONAL,B,5400,10.59,0,0.15,N,2,0
5758,23,46113,MORTGAGE,4.0,PERSONAL,D,9000,15.99,0,0.2,Y,4,1
5759,25,46116,MORTGAGE,9.0,DEBTCONSOLIDATION,C,10000,11.03,0,0.22,N,3,1
5760,25,46144,MORTGAGE,9.0,EDUCATION,A,1500,7.49,0,0.03,N,2,0
5761,23,35000,RENT,5.0,MEDICAL,C,5400,12.84,0,0.15,N,4,1
5762,26,36000,RENT,,VENTURE,A,5400,8.9,0,0.15,N,2,0
5763,22,45000,RENT,4.0,EDUCATION,A,5400,7.29,0,0.12,N,2,1
5764,25,54000,RENT,9.0,EDUCATION,A,5400,7.88,0,0.1,N,3,0
5765,23,55000,RENT,3.0,VENTURE,B,5400,11.99,0,0.1,N,2,0
5766,24,46325,MORTGAGE,6.0,MEDICAL,A,3600,7.68,0,0.08,N,4,0
5767,22,57500,RENT,4.0,MEDICAL,A,5400,5.42,0,0.09,N,4,0
5768,25,46350,MORTGAGE,0.0,VENTURE,B,9750,10.0,0,0.21,N,3,0
5769,23,46394,MORTGAGE,7.0,MEDICAL,C,15000,13.47,0,0.32,N,2,1
5770,23,60000,RENT,4.0,MEDICAL,A,5400,7.49,0,0.09,N,3,0
5771,23,63000,RENT,3.0,VENTURE,D,5400,14.54,0,0.09,N,2,1
5772,23,46450,MORTGAGE,6.0,EDUCATION,A,10000,5.42,0,0.22,N,2,0
5773,26,46464,MORTGAGE,1.0,VENTURE,B,15000,12.21,0,0.32,N,3,0
5774,22,58617,RENT,6.0,MEDICAL,D,5400,15.21,1,0.09,N,2,0
5775,22,46500,MORTGAGE,3.0,VENTURE,A,13000,7.29,0,0.28,N,3,1
5776,22,69108,RENT,2.0,PERSONAL,E,5400,15.95,1,0.08,Y,2,0
5777,24,112000,RENT,5.0,DEBTCONSOLIDATION,C,5400,15.27,0,0.05,Y,4,1
5778,22,22718,RENT,3.0,EDUCATION,B,5425,11.99,0,0.24,N,2,0
5779,23,46500,OWN,2.0,DEBTCONSOLIDATION,D,6000,,0,0.13,Y,2,1
5780,22,46500,MORTGAGE,1.0,EDUCATION,B,4000,10.62,0,0.09,N,3,0
5781,24,40500,MORTGAGE,8.0,DEBTCONSOLIDATION,B,8500,10.99,1,0.21,N,3,1
5782,21,46500,MORTGAGE,5.0,EDUCATION,D,1300,14.96,0,0.03,N,2,0
5783,26,83004,RENT,7.0,EDUCATION,A,5450,7.9,0,0.07,N,4,0
5784,24,46500,MORTGAGE,0.0,HOMEIMPROVEMENT,C,16000,12.53,0,0.34,Y,3,1
5785,22,46500,MORTGAGE,1.0,EDUCATION,B,12000,12.21,0,0.26,N,3,0
5786,23,46551,MORTGAGE,7.0,VENTURE,B,15000,10.62,0,0.32,N,4,0
5787,22,12000,RENT,5.0,EDUCATION,B,5500,10.36,1,0.46,N,4,1
5788,21,14400,RENT,4.0,MEDICAL,B,5500,11.48,1,0.38,N,3,1
5789,21,15192,RENT,4.0,PERSONAL,C,5500,13.11,1,0.36,Y,3,1
5790,26,15436,RENT,,DEBTCONSOLIDATION,A,5500,7.88,1,0.36,N,3,1
5791,25,18000,RENT,1.0,PERSONAL,B,5500,11.71,1,0.31,N,2,0
5792,23,19136,RENT,4.0,EDUCATION,E,5500,17.93,1,0.29,Y,3,1
5793,23,46776,OWN,7.0,DEBTCONSOLIDATION,D,15000,13.24,0,0.32,N,4,1
5794,25,40800,OWN,5.0,HOMEIMPROVEMENT,E,7000,19.03,1,0.17,N,4,1
5795,26,46800,MORTGAGE,3.0,HOMEIMPROVEMENT,B,12725,12.42,0,0.27,N,2,0
5796,23,46800,MORTGAGE,,PERSONAL,A,5000,6.99,0,0.11,N,2,0
5797,23,20400,RENT,5.0,VENTURE,D,5500,,0,0.27,Y,2,1
5798,24,46800,MORTGAGE,6.0,DEBTCONSOLIDATION,A,12000,6.99,0,0.26,N,2,0
5799,23,21600,RENT,3.0,EDUCATION,B,5500,9.25,0,0.25,N,4,0
5800,26,46800,MORTGAGE,,HOMEIMPROVEMENT,D,6000,14.91,0,0.13,N,2,1
5801,23,46800,OWN,7.0,VENTURE,C,9000,,0,0.19,Y,4,1
5802,22,46800,MORTGAGE,4.0,MEDICAL,A,3600,7.14,0,0.08,N,3,0
5803,21,21700,RENT,2.0,HOMEIMPROVEMENT,D,5500,14.91,1,0.25,N,2,1
5804,23,22000,RENT,1.0,EDUCATION,C,5500,13.04,0,0.25,N,4,1
5805,24,23000,RENT,4.0,MEDICAL,A,5500,6.54,0,0.24,N,3,0
5806,21,46800,MORTGAGE,,DEBTCONSOLIDATION,A,5000,7.51,0,0.11,N,3,0
5807,22,23004,RENT,3.0,PERSONAL,A,5500,5.79,0,0.24,N,3,0
5808,22,46800,OWN,4.0,EDUCATION,A,11500,7.51,0,0.25,N,4,0
5809,24,24000,RENT,5.0,PERSONAL,C,5500,14.27,0,0.23,Y,3,1
5810,24,46800,MORTGAGE,8.0,VENTURE,C,6000,14.22,0,0.13,Y,4,1
5811,23,24000,RENT,0.0,PERSONAL,C,5500,13.99,0,0.23,N,4,1
5812,23,24000,RENT,1.0,VENTURE,B,5500,10.99,0,0.23,N,4,1
5813,23,46800,MORTGAGE,4.0,PERSONAL,A,13000,8.59,0,0.28,N,2,1
5814,23,25000,RENT,0.0,PERSONAL,A,5500,9.32,0,0.22,N,4,0
5815,23,25200,RENT,1.0,EDUCATION,A,5500,7.9,0,0.22,N,2,0
5816,22,26400,RENT,0.0,EDUCATION,C,5500,13.72,0,0.21,Y,2,1
5817,23,46932,OWN,,EDUCATION,A,7000,5.79,0,0.15,N,4,0
5818,22,46976,OWN,5.0,PERSONAL,C,11000,14.26,0,0.23,Y,2,0
5819,22,26784,RENT,6.0,DEBTCONSOLIDATION,D,5500,14.74,1,0.21,N,4,1
5820,23,27996,RENT,3.0,MEDICAL,C,5500,12.53,0,0.2,N,2,1
5821,24,47000,MORTGAGE,9.0,VENTURE,C,9600,15.96,0,0.2,N,2,1
5822,25,28800,RENT,0.0,DEBTCONSOLIDATION,B,5500,9.76,0,0.19,N,4,0
5823,22,30000,RENT,2.0,PERSONAL,B,5500,11.86,0,0.18,N,3,0
5824,22,30000,RENT,1.0,PERSONAL,B,5500,12.53,0,0.18,N,4,0
5825,22,41000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,7000,7.9,1,0.17,N,4,1
5826,25,30000,RENT,2.0,EDUCATION,A,5500,8.0,0,0.18,N,4,0
5827,24,47000,MORTGAGE,0.0,PERSONAL,C,12000,13.49,0,0.26,Y,3,1
5828,25,47000,OWN,9.0,PERSONAL,A,7000,7.51,0,0.15,N,4,0
5829,24,33000,RENT,3.0,PERSONAL,B,5500,11.11,0,0.17,N,4,0
5830,22,33000,RENT,0.0,DEBTCONSOLIDATION,E,5500,,1,0.17,Y,3,1
5831,24,47000,MORTGAGE,8.0,PERSONAL,B,3000,12.69,0,0.06,N,3,0
5832,26,47000,MORTGAGE,5.0,MEDICAL,A,6600,7.9,0,0.14,N,2,0
5833,22,47000,MORTGAGE,7.0,PERSONAL,C,10600,15.96,0,0.23,Y,4,1
5834,23,33000,RENT,7.0,PERSONAL,D,5500,14.54,0,0.17,Y,3,1
5835,23,47000,MORTGAGE,7.0,MEDICAL,B,8000,10.65,0,0.17,N,3,0
5836,25,33280,RENT,1.0,MEDICAL,B,5500,,0,0.17,N,4,0
5837,23,33600,RENT,1.0,DEBTCONSOLIDATION,B,5500,,0,0.16,N,3,0
5838,25,47000,OWN,9.0,VENTURE,A,4000,6.62,0,0.09,N,4,0
5839,21,47000,MORTGAGE,2.0,MEDICAL,A,5400,8.9,0,0.11,N,3,0
5840,24,33900,RENT,3.0,EDUCATION,D,5500,17.58,0,0.16,N,2,1
5841,23,33996,RENT,1.0,EDUCATION,C,5500,13.47,0,0.16,Y,2,1
5842,26,34000,RENT,3.0,PERSONAL,D,5500,16.89,0,0.16,Y,2,1
5843,26,34000,RENT,1.0,VENTURE,C,5500,13.11,0,0.16,N,3,1
5844,26,47000,OWN,8.0,VENTURE,A,12500,8.49,0,0.27,N,2,0
5845,25,47000,MORTGAGE,5.0,EDUCATION,B,10400,11.49,0,0.22,N,2,0
5846,26,36000,RENT,2.0,PERSONAL,B,5500,10.65,0,0.15,N,2,0
5847,23,36000,RENT,5.0,EDUCATION,E,5500,17.14,0,0.15,Y,3,1
5848,21,36500,RENT,2.0,VENTURE,A,5500,7.51,0,0.15,N,2,0
5849,24,37000,RENT,3.0,PERSONAL,B,5500,9.2,0,0.15,N,2,0
5850,24,38400,RENT,2.0,DEBTCONSOLIDATION,A,5500,6.92,0,0.14,N,3,0
5851,23,47000,MORTGAGE,1.0,VENTURE,A,6000,5.99,0,0.13,N,2,0
5852,22,38500,RENT,0.0,PERSONAL,A,5500,7.74,0,0.14,N,2,0
5853,22,47000,OWN,6.0,MEDICAL,A,3000,5.42,0,0.06,N,3,0
5854,25,40000,RENT,6.0,VENTURE,B,5500,,0,0.14,N,3,0
5855,24,47000,MORTGAGE,7.0,MEDICAL,B,15000,10.74,0,0.32,N,2,0
5856,24,47000,MORTGAGE,5.0,MEDICAL,A,15000,7.66,0,0.32,N,3,0
5857,23,40440,RENT,0.0,EDUCATION,C,5500,12.73,0,0.14,N,4,1
5858,23,47000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,13850,12.68,0,0.29,Y,4,1
5859,26,47000,MORTGAGE,0.0,PERSONAL,A,3000,5.79,0,0.06,N,2,0
5860,23,37000,RENT,5.0,DEBTCONSOLIDATION,D,5500,15.31,1,0.15,Y,2,1
5861,23,43000,RENT,1.0,DEBTCONSOLIDATION,B,5500,11.89,0,0.13,N,4,0
5862,24,37004,RENT,2.0,VENTURE,D,5500,15.05,1,0.15,N,4,1
5863,22,44400,RENT,2.0,EDUCATION,C,5500,12.73,0,0.12,N,4,1
5864,22,47000,MORTGAGE,3.0,MEDICAL,A,15000,7.66,0,0.32,N,2,0
5865,24,47000,OWN,1.0,PERSONAL,B,6000,11.11,0,0.13,N,4,0
5866,24,47000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,6000,7.66,0,0.13,N,3,0
5867,22,45000,RENT,3.0,EDUCATION,B,5500,10.38,0,0.12,N,2,0
5868,22,48000,RENT,3.0,EDUCATION,B,5500,11.49,0,0.11,N,4,0
5869,25,48000,RENT,3.0,MEDICAL,A,5500,7.49,0,0.11,N,4,0
5870,23,48880,RENT,2.0,EDUCATION,B,5500,10.99,0,0.11,N,3,0
5871,21,44000,RENT,0.0,PERSONAL,D,5500,15.28,1,0.13,N,3,1
5872,24,47000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,8500,,0,0.18,N,3,0
5873,22,50000,RENT,6.0,DEBTCONSOLIDATION,A,5500,7.14,0,0.11,N,3,0
5874,23,47000,OWN,4.0,MEDICAL,A,7000,7.51,0,0.15,N,3,0
5875,21,47000,MORTGAGE,5.0,PERSONAL,A,7000,7.14,0,0.15,N,3,0
5876,23,47000,MORTGAGE,8.0,VENTURE,A,7500,7.51,0,0.16,N,4,0
5877,22,44052,RENT,3.0,DEBTCONSOLIDATION,D,5500,,1,0.12,Y,2,0
5878,23,54000,RENT,3.0,VENTURE,A,5500,8.94,0,0.1,N,3,0
5879,24,54000,RENT,6.0,DEBTCONSOLIDATION,A,5500,8.07,0,0.1,N,2,0
5880,23,55000,RENT,0.0,PERSONAL,B,5500,11.71,0,0.1,N,4,0
5881,22,56000,RENT,7.0,EDUCATION,A,5500,9.38,0,0.1,N,3,0
5882,24,47000,MORTGAGE,0.0,MEDICAL,A,9000,8.94,0,0.19,N,3,0
5883,26,51000,RENT,3.0,HOMEIMPROVEMENT,C,5500,13.49,1,0.11,Y,2,0
5884,25,57000,RENT,1.0,HOMEIMPROVEMENT,B,5500,10.99,0,0.1,N,4,0
5885,26,51600,RENT,10.0,HOMEIMPROVEMENT,B,5500,11.99,1,0.11,N,3,1
5886,21,59000,RENT,1.0,EDUCATION,A,5500,5.42,0,0.09,N,2,1
5887,22,41000,MORTGAGE,6.0,EDUCATION,C,10000,13.57,1,0.24,N,4,1
5888,22,60000,RENT,0.0,MEDICAL,A,5500,7.88,0,0.09,N,2,0
5889,24,47000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,10000,13.79,0,0.21,Y,4,1
5890,24,47000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,12000,12.21,0,0.26,N,4,0
5891,25,41000,MORTGAGE,9.0,EDUCATION,C,5000,11.78,1,0.12,Y,3,1
5892,23,62000,RENT,7.0,VENTURE,D,5500,17.49,0,0.09,N,3,1
5893,26,62400,RENT,0.0,PERSONAL,B,5500,9.76,0,0.09,N,4,0
5894,24,41000,MORTGAGE,1.0,MEDICAL,B,6600,10.71,1,0.16,N,2,1
5895,24,62472,RENT,2.0,EDUCATION,C,5500,12.73,0,0.09,N,2,0
5896,24,64000,RENT,3.0,EDUCATION,B,5500,10.75,0,0.09,N,4,0
5897,24,72000,RENT,8.0,EDUCATION,B,5500,9.91,0,0.08,N,3,0
5898,24,72996,RENT,2.0,PERSONAL,B,5500,11.49,0,0.08,N,3,0
5899,24,73700,RENT,0.0,VENTURE,C,5500,14.65,0,0.07,N,3,1
5900,26,90000,RENT,0.0,EDUCATION,B,5525,11.36,0,0.06,N,4,0
5901,22,47091,MORTGAGE,6.0,VENTURE,A,10000,,0,0.21,N,3,0
5902,24,47100,MORTGAGE,,PERSONAL,B,4000,11.49,0,0.08,N,3,0
5903,24,47110,MORTGAGE,0.0,PERSONAL,B,11000,10.99,0,0.23,N,4,0
5904,24,22000,RENT,0.0,PERSONAL,C,5550,12.41,1,0.25,N,3,1
5905,23,24000,RENT,7.0,VENTURE,C,5550,12.53,0,0.23,N,4,1
5906,22,31000,RENT,5.0,MEDICAL,B,5550,11.36,1,0.18,N,3,1
5907,22,47004,RENT,2.0,VENTURE,A,5550,7.49,0,0.12,N,4,0
5908,21,47200,MORTGAGE,1.0,MEDICAL,C,7000,13.23,0,0.15,N,4,1
5909,24,20485,RENT,,PERSONAL,A,5575,7.9,0,0.27,N,4,0
5910,24,47211,OWN,8.0,VENTURE,B,10000,11.83,0,0.21,N,3,0
5911,25,28800,RENT,5.0,PERSONAL,A,5575,6.62,0,0.19,N,4,0
5912,22,41244,MORTGAGE,6.0,DEBTCONSOLIDATION,B,11500,11.58,1,0.28,N,3,1
5913,22,14400,RENT,1.0,VENTURE,D,5600,14.59,1,0.39,Y,2,1
5914,21,18000,RENT,1.0,HOMEIMPROVEMENT,F,5600,18.09,1,0.31,N,4,0
5915,26,47300,MORTGAGE,3.0,VENTURE,B,6000,12.69,0,0.13,N,4,0
5916,24,47300,MORTGAGE,5.0,PERSONAL,A,9500,8.49,0,0.2,N,2,0
5917,24,19200,RENT,0.0,DEBTCONSOLIDATION,A,5600,8.9,1,0.29,N,2,1
5918,24,19800,RENT,1.0,DEBTCONSOLIDATION,A,5600,5.79,1,0.28,N,3,1
5919,21,20000,RENT,,MEDICAL,B,5600,10.75,0,0.28,N,4,0
5920,25,47412,MORTGAGE,0.0,EDUCATION,A,6500,8.59,0,0.14,N,2,0
5921,22,47472,MORTGAGE,6.0,VENTURE,B,20000,11.83,0,0.42,N,3,0
5922,24,24000,RENT,0.0,MEDICAL,C,5600,12.73,0,0.23,N,4,1
5923,22,47484,MORTGAGE,0.0,EDUCATION,B,5325,10.62,0,0.11,N,4,0
5924,23,25000,RENT,3.0,MEDICAL,B,5600,11.11,0,0.22,N,4,0
5925,21,25000,RENT,5.0,VENTURE,A,5600,7.29,0,0.22,N,2,0
5926,22,26000,RENT,0.0,DEBTCONSOLIDATION,A,5600,8.0,0,0.22,N,2,0
5927,24,47500,MORTGAGE,7.0,DEBTCONSOLIDATION,B,12000,9.91,0,0.25,N,3,0
5928,22,47500,MORTGAGE,6.0,VENTURE,A,6000,7.9,0,0.13,N,3,0
5929,24,28000,RENT,0.0,PERSONAL,D,5600,14.12,1,0.2,Y,2,0
5930,24,47500,MORTGAGE,3.0,MEDICAL,B,13750,11.71,0,0.29,N,4,0
5931,21,30000,RENT,1.0,PERSONAL,D,5600,14.46,1,0.19,N,2,1
5932,21,30000,RENT,3.0,EDUCATION,C,5600,13.61,0,0.19,Y,2,1
5933,23,30000,RENT,3.0,VENTURE,B,5600,,0,0.19,N,4,0
5934,25,30000,RENT,9.0,HOMEIMPROVEMENT,C,5600,,1,0.19,Y,4,1
5935,24,30996,RENT,2.0,MEDICAL,A,5600,7.49,0,0.18,N,2,0
5936,24,47500,MORTGAGE,8.0,HOMEIMPROVEMENT,A,7000,7.74,0,0.15,N,3,1
5937,22,32000,RENT,3.0,DEBTCONSOLIDATION,A,5600,7.9,0,0.17,N,3,0
5938,25,33600,RENT,6.0,MEDICAL,B,5600,9.25,0,0.17,N,3,0
5939,22,47540,MORTGAGE,4.0,MEDICAL,B,12250,10.62,0,0.26,N,2,0
5940,22,47580,MORTGAGE,6.0,MEDICAL,A,4000,6.62,0,0.08,N,2,0
5941,21,47580,MORTGAGE,5.0,EDUCATION,A,14000,6.03,0,0.29,N,2,0
5942,25,29004,RENT,0.0,PERSONAL,C,5600,13.79,1,0.19,N,4,1
5943,23,36000,RENT,1.0,MEDICAL,A,5600,7.9,0,0.16,N,4,0
5944,26,41682,MORTGAGE,7.0,DEBTCONSOLIDATION,C,18000,13.22,1,0.43,Y,3,1
5945,25,47700,MORTGAGE,1.0,HOMEIMPROVEMENT,A,12375,7.9,0,0.26,N,4,0
5946,25,36276,RENT,0.0,EDUCATION,B,5600,9.99,0,0.15,N,4,0
5947,24,38000,RENT,5.0,DEBTCONSOLIDATION,A,5600,6.62,0,0.15,N,4,0
5948,22,47748,MORTGAGE,5.0,PERSONAL,A,4500,6.39,0,0.09,N,4,0
5949,24,38000,RENT,6.0,VENTURE,A,5600,,0,0.15,N,3,0
5950,21,47760,MORTGAGE,2.0,PERSONAL,A,15000,6.03,0,0.31,N,2,0
5951,22,47800,MORTGAGE,5.0,PERSONAL,C,1500,13.43,0,0.03,Y,3,1
5952,22,47800,MORTGAGE,3.0,MEDICAL,B,15000,11.86,0,0.31,N,4,0
5953,22,33000,RENT,0.0,MEDICAL,C,5600,13.23,1,0.17,Y,4,1
5954,25,40000,RENT,2.0,DEBTCONSOLIDATION,B,5600,,0,0.14,N,3,0
5955,23,40000,RENT,7.0,EDUCATION,C,5600,13.8,0,0.14,N,3,1
5956,25,40000,RENT,9.0,MEDICAL,D,5600,14.61,0,0.14,Y,4,0
5957,25,40800,RENT,9.0,PERSONAL,D,5600,16.77,0,0.14,N,3,1
5958,26,41000,RENT,10.0,DEBTCONSOLIDATION,C,5600,15.96,0,0.14,N,4,0
5959,25,42000,RENT,6.0,MEDICAL,A,5600,7.49,0,0.13,N,2,0
5960,22,47940,MORTGAGE,4.0,DEBTCONSOLIDATION,B,15000,,0,0.31,N,4,0
5961,22,47952,MORTGAGE,,VENTURE,A,15000,6.17,0,0.31,N,4,0
5962,26,43860,RENT,6.0,VENTURE,B,5600,9.63,0,0.13,N,2,0
5963,26,48000,MORTGAGE,10.0,DEBTCONSOLIDATION,C,11000,13.49,0,0.23,N,3,1
5964,22,39000,RENT,1.0,HOMEIMPROVEMENT,D,5600,14.96,1,0.14,N,4,1
5965,21,48000,MORTGAGE,5.0,VENTURE,B,7350,10.65,0,0.15,N,2,0
5966,24,48000,OWN,8.0,VENTURE,C,2200,15.27,0,0.05,Y,4,1
5967,24,47700,RENT,0.0,MEDICAL,B,5600,9.99,0,0.12,N,2,0
5968,24,48000,RENT,7.0,MEDICAL,B,5600,11.14,0,0.12,N,3,0
5969,24,48000,RENT,7.0,PERSONAL,B,5600,10.62,0,0.12,N,2,0
5970,23,50000,RENT,3.0,MEDICAL,B,5600,11.49,0,0.11,N,4,0
5971,24,50000,RENT,4.0,HOMEIMPROVEMENT,B,5600,,0,0.11,N,4,0
5972,23,50000,RENT,0.0,MEDICAL,C,5600,11.03,0,0.11,Y,4,1
5973,23,50004,RENT,3.0,EDUCATION,B,5600,10.59,0,0.11,N,4,0
5974,26,51000,RENT,5.0,PERSONAL,A,5600,7.49,0,0.11,N,2,0
5975,24,52000,RENT,2.0,MEDICAL,A,5600,7.29,0,0.11,N,2,0
5976,22,42000,MORTGAGE,,PERSONAL,A,3200,7.9,1,0.08,N,3,1
5977,22,52800,RENT,3.0,EDUCATION,A,5600,7.29,0,0.11,N,3,0
5978,24,54000,RENT,3.0,VENTURE,B,5600,10.59,0,0.1,N,4,0
5979,23,48000,MORTGAGE,7.0,EDUCATION,B,10000,10.65,0,0.21,N,4,0
5980,22,54000,RENT,4.0,VENTURE,B,5600,9.63,0,0.1,N,2,0
5981,23,48000,OWN,5.0,MEDICAL,B,2400,12.69,0,0.05,N,4,0
5982,21,55692,RENT,5.0,PERSONAL,A,5600,6.62,0,0.1,N,2,0
5983,24,56000,RENT,8.0,EDUCATION,A,5600,6.03,0,0.1,N,3,1
5984,26,56000,RENT,4.0,MEDICAL,A,5600,8.59,0,0.1,N,4,0
5985,22,56000,RENT,6.0,MEDICAL,A,5600,8.32,0,0.1,N,2,0
5986,25,48000,MORTGAGE,0.0,MEDICAL,C,23500,13.49,0,0.49,Y,4,1
5987,23,56880,RENT,7.0,EDUCATION,B,5600,,0,0.1,N,2,0
5988,22,48000,OWN,6.0,VENTURE,A,12000,6.03,0,0.25,N,3,0
5989,22,60000,RENT,6.0,PERSONAL,B,5600,10.65,0,0.09,N,4,1
5990,23,60000,RENT,1.0,PERSONAL,A,5600,7.29,0,0.09,N,2,0
5991,21,60000,RENT,3.0,DEBTCONSOLIDATION,B,5600,9.25,0,0.09,N,3,0
5992,23,62000,RENT,,VENTURE,B,5600,9.99,0,0.09,N,4,0
5993,26,48000,MORTGAGE,7.0,MEDICAL,A,10000,,0,0.21,N,3,0
5994,22,48000,OWN,0.0,VENTURE,D,1500,16.29,0,0.03,N,3,1
5995,23,63000,RENT,0.0,DEBTCONSOLIDATION,A,5600,8.49,0,0.09,N,4,0
5996,22,48000,MORTGAGE,6.0,EDUCATION,A,15000,,0,0.31,N,4,0
5997,22,48000,MORTGAGE,5.0,PERSONAL,B,3000,,0,0.06,N,3,0
5998,24,60500,RENT,2.0,PERSONAL,D,5600,14.91,1,0.09,N,3,1
5999,25,68515,RENT,2.0,MEDICAL,C,5600,12.61,0,0.08,N,3,1
6000,24,48000,MORTGAGE,,HOMEIMPROVEMENT,B,2000,12.69,0,0.04,N,4,0
6001,24,48000,MORTGAGE,9.0,VENTURE,A,8400,,0,0.17,N,4,0
6002,24,69000,RENT,1.0,VENTURE,B,5600,9.99,0,0.08,N,3,0
6003,22,48000,MORTGAGE,0.0,MEDICAL,A,5000,6.03,0,0.1,N,4,0
6004,23,48000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,2500,11.71,0,0.05,N,3,0
6005,23,69996,RENT,7.0,VENTURE,C,5600,13.11,0,0.08,Y,2,0
6006,25,70000,RENT,3.0,MEDICAL,A,5600,7.9,0,0.08,N,4,0
6007,23,48000,OWN,7.0,EDUCATION,B,20000,11.71,0,0.42,N,4,0
6008,26,48000,MORTGAGE,10.0,VENTURE,C,13800,13.49,0,0.29,Y,2,1
6009,22,70000,RENT,3.0,PERSONAL,B,5600,11.14,0,0.08,N,3,0
6010,23,72000,RENT,7.0,VENTURE,B,5600,11.12,0,0.08,N,2,0
6011,23,48000,MORTGAGE,8.0,VENTURE,A,10500,7.51,0,0.22,N,2,0
6012,23,48000,MORTGAGE,8.0,PERSONAL,B,10000,10.65,0,0.21,N,3,0
6013,25,48000,OWN,0.0,PERSONAL,B,6000,10.65,0,0.13,N,2,0
6014,25,58650,RENT,7.0,MEDICAL,D,5600,14.84,1,0.08,N,4,1
6015,23,79000,RENT,4.0,MEDICAL,B,5600,11.12,0,0.07,N,4,0
6016,25,81600,RENT,2.0,EDUCATION,A,5600,5.99,0,0.07,N,4,0
6017,24,42000,MORTGAGE,,MEDICAL,A,19000,6.99,1,0.45,N,3,0
6018,21,89610,RENT,3.0,DEBTCONSOLIDATION,A,5600,6.54,0,0.06,N,4,0
6019,21,48000,OWN,5.0,VENTURE,B,15000,,0,0.31,N,2,0
6020,23,48000,OWN,7.0,MEDICAL,A,2500,5.42,0,0.05,N,3,0
6021,26,102552,RENT,10.0,MEDICAL,B,5600,9.99,0,0.05,N,3,0
6022,24,25000,RENT,0.0,DEBTCONSOLIDATION,C,5625,12.68,0,0.23,N,4,0
6023,25,48000,MORTGAGE,9.0,MEDICAL,A,3500,5.42,0,0.07,N,4,0
6024,26,36000,RENT,0.0,EDUCATION,C,5650,,0,0.16,Y,3,0
6025,22,51000,RENT,6.0,VENTURE,B,5650,9.91,0,0.11,N,4,0
6026,26,48000,MORTGAGE,10.0,PERSONAL,B,2000,10.99,0,0.04,N,2,0
6027,25,48000,MORTGAGE,3.0,MEDICAL,C,1400,14.79,0,0.03,Y,4,1
6028,22,48000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,4400,5.99,0,0.09,N,3,0
6029,23,67200,RENT,7.0,EDUCATION,C,5650,13.47,0,0.08,N,2,1
6030,23,66500,RENT,0.0,VENTURE,A,5675,,0,0.09,N,2,0
6031,26,48000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,12000,,0,0.25,N,3,1
6032,24,11476,RENT,0.0,MEDICAL,A,5700,7.49,1,0.5,N,4,0
6033,22,35000,RENT,1.0,EDUCATION,C,5700,12.99,0,0.16,N,3,1
6034,22,37000,RENT,4.0,EDUCATION,A,5700,5.42,0,0.15,N,4,0
6035,22,48000,MORTGAGE,2.0,VENTURE,B,13000,10.99,0,0.27,N,3,0
6036,24,46000,RENT,8.0,DEBTCONSOLIDATION,A,5700,7.66,0,0.12,N,3,0
6037,26,48000,MORTGAGE,2.0,EDUCATION,A,5000,8.49,0,0.1,N,4,0
6038,26,52500,RENT,0.0,DEBTCONSOLIDATION,B,5700,11.12,0,0.11,N,2,0
6039,21,17000,RENT,3.0,MEDICAL,A,5750,8.9,1,0.34,N,2,1
6040,24,34000,RENT,1.0,VENTURE,B,5750,10.75,0,0.17,N,3,0
6041,24,48000,MORTGAGE,8.0,MEDICAL,A,10000,7.49,0,0.21,N,3,0
6042,21,42000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,8325,,1,0.2,N,2,1
6043,22,45900,RENT,3.0,EDUCATION,A,5750,8.94,0,0.13,N,3,0
6044,25,70000,RENT,1.0,VENTURE,A,5750,8.0,0,0.08,N,4,0
6045,22,48000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,10000,13.49,0,0.21,Y,4,1
6046,25,85000,RENT,9.0,EDUCATION,A,5750,7.29,0,0.07,N,4,0
6047,22,95000,RENT,0.0,EDUCATION,A,5750,,0,0.06,N,3,0
6048,24,48000,OWN,5.0,VENTURE,A,4400,5.99,0,0.09,N,4,0
6049,25,147750,RENT,3.0,HOMEIMPROVEMENT,B,5750,9.99,0,0.04,N,4,0
6050,23,30900,RENT,1.0,PERSONAL,A,5775,9.63,1,0.19,N,4,1
6051,25,48000,MORTGAGE,7.0,VENTURE,B,3000,11.99,0,0.06,N,4,0
6052,24,120000,RENT,0.0,VENTURE,A,5775,6.17,0,0.05,N,2,0
