person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,evaluation_text,label
21,15000,OWN,0.0,HOMEIMPROVEMENT,A,6200,7.9,1,0.41,N,2,借款人年龄21岁，收入为15000元，这样的收入水平相对有限。住房情况是OWN，稳定性一般。就业时长约0.0年，这反映出其工作稳定性欠佳。贷款意图为HOMEIMPROVEMENT，然而其信用等级仅为A，这充分表明信用状况不容乐观。申请贷款金额6200元，贷款利率较高，贷款占收入的百分比达41.00%，还款压力较大。借款人曾有违约记录（N），且信用历史长度为2年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
26,180000,OWN,2.0,PERSONAL,B,25000,10.99,0,0.14,N,4,借款人年龄为26岁，展现出与其年龄相称的成熟与稳重。其年收入达180000元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于OWN状态，这体现出其生活具备较高的安定性。就业时长约2.0年，足以证明其工作稳定性较强。此次贷款意图为PERSONAL，从过往信用记录来看，信用等级被评定为B，这清晰地表明其信用表现良好。贷款金额为25000元，贷款利率处于合理范畴，贷款占收入的百分比为14.00%，还款压力相对较小。借款人无违约记录（N），且信用历史长度已有4年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
24,180000,OWN,8.0,EDUCATION,B,21000,11.48,0,0.12,N,3,借款人年龄为24岁，展现出与其年龄相称的成熟与稳重。其年收入达180000元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于OWN状态，这体现出其生活具备较高的安定性。就业时长约8.0年，足以证明其工作稳定性较强。此次贷款意图为EDUCATION，从过往信用记录来看，信用等级被评定为B，这清晰地表明其信用表现良好。贷款金额为21000元，贷款利率处于合理范畴，贷款占收入的百分比为12.00%，还款压力相对较小。借款人无违约记录（N），且信用历史长度已有3年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
25,180000,OWN,9.0,MEDICAL,C,20000,14.26,0,0.11,Y,4,借款人年龄为25岁，展现出与其年龄相称的成熟与稳重。其年收入达180000元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于OWN状态，这体现出其生活具备较高的安定性。就业时长约9.0年，足以证明其工作稳定性较强。此次贷款意图为MEDICAL，从过往信用记录来看，信用等级被评定为C，这清晰地表明其信用表现良好。贷款金额为20000元，贷款利率处于合理范畴，贷款占收入的百分比为11.00%，还款压力相对较小。借款人无违约记录（Y），且信用历史长度已有4年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
26,180000,OWN,0.0,HOMEIMPROVEMENT,A,10000,8.0,0,0.06,N,4,借款人年龄为26岁，展现出与其年龄相称的成熟与稳重。其年收入达180000元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于OWN状态，这体现出其生活具备较高的安定性。就业时长约0.0年，足以证明其工作稳定性较强。此次贷款意图为HOMEIMPROVEMENT，从过往信用记录来看，信用等级被评定为A，这清晰地表明其信用表现良好。贷款金额为10000元，贷款利率处于合理范畴，贷款占收入的百分比为6.00%，还款压力相对较小。借款人无违约记录（N），且信用历史长度已有4年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
25,180000,MORTGAGE,3.0,VENTURE,B,9950,11.26,0,0.06,N,2,借款人年龄为25岁，展现出与其年龄相称的成熟与稳重。其年收入达180000元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于MORTGAGE状态，这体现出其生活具备较高的安定性。就业时长约3.0年，足以证明其工作稳定性较强。此次贷款意图为VENTURE，从过往信用记录来看，信用等级被评定为B，这清晰地表明其信用表现良好。贷款金额为9950元，贷款利率处于合理范畴，贷款占收入的百分比为6.00%，还款压力相对较小。借款人无违约记录（N），且信用历史长度已有2年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
23,15000,OWN,7.0,MEDICAL,B,4475,,1,0.3,N,4,借款人年龄23岁，收入为15000元，这样的收入水平相对有限。住房情况是OWN，稳定性一般。就业时长约7.0年，这反映出其工作稳定性欠佳。贷款意图为MEDICAL，然而其信用等级仅为B，这充分表明信用状况不容乐观。申请贷款金额4475元，贷款利率较高，贷款占收入的百分比达30.00%，还款压力较大。借款人曾有违约记录（N），且信用历史长度为4年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
23,78000,RENT,2.0,VENTURE,D,25000,16.32,1,0.32,Y,3,借款人年龄23岁，收入为78000元，这样的收入水平相对有限。住房情况是RENT，稳定性一般。就业时长约2.0年，这反映出其工作稳定性欠佳。贷款意图为VENTURE，然而其信用等级仅为D，这充分表明信用状况不容乐观。申请贷款金额25000元，贷款利率较高，贷款占收入的百分比达32.00%，还款压力较大。借款人曾有违约记录（Y），且信用历史长度为3年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,1
25,66300,RENT,3.0,MEDICAL,E,25000,17.93,1,0.32,Y,4,借款人年龄25岁，收入为66300元，这样的收入水平相对有限。住房情况是RENT，稳定性一般。就业时长约3.0年，这反映出其工作稳定性欠佳。贷款意图为MEDICAL，然而其信用等级仅为E，这充分表明信用状况不容乐观。申请贷款金额25000元，贷款利率较高，贷款占收入的百分比达32.00%，还款压力较大。借款人曾有违约记录（Y），且信用历史长度为4年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
23,90000,RENT,0.0,DEBTCONSOLIDATION,B,25000,11.36,0,0.28,N,3,借款人年龄为23岁，展现出与其年龄相称的成熟与稳重。其年收入达90000元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于RENT状态，这体现出其生活具备较高的安定性。就业时长约0.0年，足以证明其工作稳定性较强。此次贷款意图为DEBTCONSOLIDATION，从过往信用记录来看，信用等级被评定为B，这清晰地表明其信用表现良好。贷款金额为25000元，贷款利率处于合理范畴，贷款占收入的百分比为28.00%，还款压力相对较小。借款人无违约记录（N），且信用历史长度已有3年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
24,79000,RENT,9.0,DEBTCONSOLIDATION,D,25000,14.96,1,0.32,Y,4,借款人年龄24岁，收入为79000元，这样的收入水平相对有限。住房情况是RENT，稳定性一般。就业时长约9.0年，这反映出其工作稳定性欠佳。贷款意图为DEBTCONSOLIDATION，然而其信用等级仅为D，这充分表明信用状况不容乐观。申请贷款金额25000元，贷款利率较高，贷款占收入的百分比达32.00%，还款压力较大。借款人曾有违约记录（Y），且信用历史长度为4年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,1
24,91800,RENT,4.0,PERSONAL,C,25000,13.43,0,0.27,Y,3,借款人年龄为24岁，展现出与其年龄相称的成熟与稳重。其年收入达91800元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于RENT状态，这体现出其生活具备较高的安定性。就业时长约4.0年，足以证明其工作稳定性较强。此次贷款意图为PERSONAL，从过往信用记录来看，信用等级被评定为C，这清晰地表明其信用表现良好。贷款金额为25000元，贷款利率处于合理范畴，贷款占收入的百分比为27.00%，还款压力相对较小。借款人无违约记录（Y），且信用历史长度已有3年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
25,92000,RENT,6.0,HOMEIMPROVEMENT,B,25000,12.69,0,0.27,N,3,借款人年龄为25岁，展现出与其年龄相称的成熟与稳重。其年收入达92000元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于RENT状态，这体现出其生活具备较高的安定性。就业时长约6.0年，足以证明其工作稳定性较强。此次贷款意图为HOMEIMPROVEMENT，从过往信用记录来看，信用等级被评定为B，这清晰地表明其信用表现良好。贷款金额为25000元，贷款利率处于合理范畴，贷款占收入的百分比为27.00%，还款压力相对较小。借款人无违约记录（N），且信用历史长度已有3年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
24,92000,RENT,1.0,VENTURE,C,25000,12.73,0,0.27,Y,4,借款人年龄为24岁，展现出与其年龄相称的成熟与稳重。其年收入达92000元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于RENT状态，这体现出其生活具备较高的安定性。就业时长约1.0年，足以证明其工作稳定性较强。此次贷款意图为VENTURE，从过往信用记录来看，信用等级被评定为C，这清晰地表明其信用表现良好。贷款金额为25000元，贷款利率处于合理范畴，贷款占收入的百分比为27.00%，还款压力相对较小。借款人无违约记录（Y），且信用历史长度已有4年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
23,93600,RENT,3.0,VENTURE,D,25000,15.21,0,0.27,N,4,借款人年龄为23岁，展现出与其年龄相称的成熟与稳重。其年收入达93600元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于RENT状态，这体现出其生活具备较高的安定性。就业时长约3.0年，足以证明其工作稳定性较强。此次贷款意图为VENTURE，从过往信用记录来看，信用等级被评定为D，这清晰地表明其信用表现良好。贷款金额为25000元，贷款利率处于合理范畴，贷款占收入的百分比为27.00%，还款压力相对较小。借款人无违约记录（N），且信用历史长度已有4年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
23,15000,MORTGAGE,1.0,MEDICAL,C,1750,12.68,0,0.12,Y,3,借款人年龄为23岁，展现出与其年龄相称的成熟与稳重。其年收入达15000元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于MORTGAGE状态，这体现出其生活具备较高的安定性。就业时长约1.0年，足以证明其工作稳定性较强。此次贷款意图为MEDICAL，从过往信用记录来看，信用等级被评定为C，这清晰地表明其信用表现良好。贷款金额为1750元，贷款利率处于合理范畴，贷款占收入的百分比为12.00%，还款压力相对较小。借款人无违约记录（Y），且信用历史长度已有3年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
23,70550,RENT,3.0,MEDICAL,F,25000,19.04,1,0.3,Y,4,借款人年龄23岁，收入为70550元，这样的收入水平相对有限。住房情况是RENT，稳定性一般。就业时长约3.0年，这反映出其工作稳定性欠佳。贷款意图为MEDICAL，然而其信用等级仅为F，这充分表明信用状况不容乐观。申请贷款金额25000元，贷款利率较高，贷款占收入的百分比达30.00%，还款压力较大。借款人曾有违约记录（Y），且信用历史长度为4年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
25,83800,RENT,2.0,DEBTCONSOLIDATION,D,25000,15.95,1,0.3,Y,3,借款人年龄25岁，收入为83800元，这样的收入水平相对有限。住房情况是RENT，稳定性一般。就业时长约2.0年，这反映出其工作稳定性欠佳。贷款意图为DEBTCONSOLIDATION，然而其信用等级仅为D，这充分表明信用状况不容乐观。申请贷款金额25000元，贷款利率较高，贷款占收入的百分比达30.00%，还款压力较大。借款人曾有违约记录（Y），且信用历史长度为3年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,1
26,175000,MORTGAGE,3.0,VENTURE,A,2600,8.9,0,0.01,N,4,借款人年龄为26岁，展现出与其年龄相称的成熟与稳重。其年收入达175000元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于MORTGAGE状态，这体现出其生活具备较高的安定性。就业时长约3.0年，足以证明其工作稳定性较强。此次贷款意图为VENTURE，从过往信用记录来看，信用等级被评定为A，这清晰地表明其信用表现良好。贷款金额为2600元，贷款利率处于合理范畴，贷款占收入的百分比为1.00%，还款压力相对较小。借款人无违约记录（N），且信用历史长度已有4年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
25,175000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,8000,7.9,0,0.05,N,2,借款人年龄为25岁，展现出与其年龄相称的成熟与稳重。其年收入达175000元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于MORTGAGE状态，这体现出其生活具备较高的安定性。就业时长约10.0年，足以证明其工作稳定性较强。此次贷款意图为HOMEIMPROVEMENT，从过往信用记录来看，信用等级被评定为A，这清晰地表明其信用表现良好。贷款金额为8000元，贷款利率处于合理范畴，贷款占收入的百分比为5.00%，还款压力相对较小。借款人无违约记录（N），且信用历史长度已有2年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
22,175000,MORTGAGE,6.0,EDUCATION,B,18000,,0,0.1,N,2,借款人年龄为22岁，展现出与其年龄相称的成熟与稳重。其年收入达175000元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于MORTGAGE状态，这体现出其生活具备较高的安定性。就业时长约6.0年，足以证明其工作稳定性较强。此次贷款意图为EDUCATION，从过往信用记录来看，信用等级被评定为B，这清晰地表明其信用表现良好。贷款金额为18000元，贷款利率处于合理范畴，贷款占收入的百分比为10.00%，还款压力相对较小。借款人无违约记录（N），且信用历史长度已有2年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
23,175000,MORTGAGE,8.0,PERSONAL,B,21000,11.99,0,0.12,N,3,借款人年龄为23岁，展现出与其年龄相称的成熟与稳重。其年收入达175000元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于MORTGAGE状态，这体现出其生活具备较高的安定性。就业时长约8.0年，足以证明其工作稳定性较强。此次贷款意图为PERSONAL，从过往信用记录来看，信用等级被评定为B，这清晰地表明其信用表现良好。贷款金额为21000元，贷款利率处于合理范畴，贷款占收入的百分比为12.00%，还款压力相对较小。借款人无违约记录（N），且信用历史长度已有3年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
23,15000,OWN,4.0,DEBTCONSOLIDATION,C,4000,13.98,1,0.27,N,4,借款人年龄23岁，收入为15000元，这样的收入水平相对有限。住房情况是OWN，稳定性一般。就业时长约4.0年，这反映出其工作稳定性欠佳。贷款意图为DEBTCONSOLIDATION，然而其信用等级仅为C，这充分表明信用状况不容乐观。申请贷款金额4000元，贷款利率较高，贷款占收入的百分比达27.00%，还款压力较大。借款人曾有违约记录（N），且信用历史长度为4年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
23,15000,OWN,4.0,VENTURE,B,4600,10.99,1,0.31,N,2,借款人年龄23岁，收入为15000元，这样的收入水平相对有限。住房情况是OWN，稳定性一般。就业时长约4.0年，这反映出其工作稳定性欠佳。贷款意图为VENTURE，然而其信用等级仅为B，这充分表明信用状况不容乐观。申请贷款金额4600元，贷款利率较高，贷款占收入的百分比达31.00%，还款压力较大。借款人曾有违约记录（N），且信用历史长度为2年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
22,88000,RENT,6.0,DEBTCONSOLIDATION,D,25000,15.58,1,0.28,Y,2,借款人年龄22岁，收入为88000元，这样的收入水平相对有限。住房情况是RENT，稳定性一般。就业时长约6.0年，这反映出其工作稳定性欠佳。贷款意图为DEBTCONSOLIDATION，然而其信用等级仅为D，这充分表明信用状况不容乐观。申请贷款金额25000元，贷款利率较高，贷款占收入的百分比达28.00%，还款压力较大。借款人曾有违约记录（Y），且信用历史长度为2年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,1
25,74800,RENT,2.0,MEDICAL,B,25000,10.99,1,0.28,N,2,借款人年龄25岁，收入为74800元，这样的收入水平相对有限。住房情况是RENT，稳定性一般。就业时长约2.0年，这反映出其工作稳定性欠佳。贷款意图为MEDICAL，然而其信用等级仅为B，这充分表明信用状况不容乐观。申请贷款金额25000元，贷款利率较高，贷款占收入的百分比达28.00%，还款压力较大。借款人曾有违约记录（N），且信用历史长度为2年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
25,88000,RENT,0.0,VENTURE,D,25000,14.96,1,0.28,N,4,借款人年龄25岁，收入为88000元，这样的收入水平相对有限。住房情况是RENT，稳定性一般。就业时长约0.0年，这反映出其工作稳定性欠佳。贷款意图为VENTURE，然而其信用等级仅为D，这充分表明信用状况不容乐观。申请贷款金额25000元，贷款利率较高，贷款占收入的百分比达28.00%，还款压力较大。借款人曾有违约记录（N），且信用历史长度为4年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
25,15000,OWN,2.0,HOMEIMPROVEMENT,D,1750,15.31,0,0.12,Y,4,借款人年龄为25岁，展现出与其年龄相称的成熟与稳重。其年收入达15000元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于OWN状态，这体现出其生活具备较高的安定性。就业时长约2.0年，足以证明其工作稳定性较强。此次贷款意图为HOMEIMPROVEMENT，从过往信用记录来看，信用等级被评定为D，这清晰地表明其信用表现良好。贷款金额为1750元，贷款利率处于合理范畴，贷款占收入的百分比为12.00%，还款压力相对较小。借款人无违约记录（Y），且信用历史长度已有4年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,1
26,88000,RENT,2.0,VENTURE,D,25000,15.65,1,0.28,N,3,借款人年龄26岁，收入为88000元，这样的收入水平相对有限。住房情况是RENT，稳定性一般。就业时长约2.0年，这反映出其工作稳定性欠佳。贷款意图为VENTURE，然而其信用等级仅为D，这充分表明信用状况不容乐观。申请贷款金额25000元，贷款利率较高，贷款占收入的百分比达28.00%，还款压力较大。借款人曾有违约记录（N），且信用历史长度为3年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
25,100000,RENT,1.0,VENTURE,B,25000,9.33,0,0.25,N,4,借款人年龄为25岁，展现出与其年龄相称的成熟与稳重。其年收入达100000元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于RENT状态，这体现出其生活具备较高的安定性。就业时长约1.0年，足以证明其工作稳定性较强。此次贷款意图为VENTURE，从过往信用记录来看，信用等级被评定为B，这清晰地表明其信用表现良好。贷款金额为25000元，贷款利率处于合理范畴，贷款占收入的百分比为25.00%，还款压力相对较小。借款人无违约记录（N），且信用历史长度已有4年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
23,15000,MORTGAGE,0.0,PERSONAL,C,3600,13.47,1,0.24,N,4,借款人年龄23岁，收入为15000元，这样的收入水平相对有限。住房情况是MORTGAGE，稳定性一般。就业时长约0.0年，这反映出其工作稳定性欠佳。贷款意图为PERSONAL，然而其信用等级仅为C，这充分表明信用状况不容乐观。申请贷款金额3600元，贷款利率较高，贷款占收入的百分比达24.00%，还款压力较大。借款人曾有违约记录（N），且信用历史长度为4年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
24,102400,RENT,8.0,PERSONAL,B,25000,10.36,0,0.24,N,3,借款人年龄为24岁，展现出与其年龄相称的成熟与稳重。其年收入达102400元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于RENT状态，这体现出其生活具备较高的安定性。就业时长约8.0年，足以证明其工作稳定性较强。此次贷款意图为PERSONAL，从过往信用记录来看，信用等级被评定为B，这清晰地表明其信用表现良好。贷款金额为25000元，贷款利率处于合理范畴，贷款占收入的百分比为24.00%，还款压力相对较小。借款人无违约记录（N），且信用历史长度已有3年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
24,92000,RENT,1.0,HOMEIMPROVEMENT,E,25000,16.77,1,0.27,Y,4,借款人年龄24岁，收入为92000元，这样的收入水平相对有限。住房情况是RENT，稳定性一般。就业时长约1.0年，这反映出其工作稳定性欠佳。贷款意图为HOMEIMPROVEMENT，然而其信用等级仅为E，这充分表明信用状况不容乐观。申请贷款金额25000元，贷款利率较高，贷款占收入的百分比达27.00%，还款压力较大。借款人曾有违约记录（Y），且信用历史长度为4年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
23,93000,RENT,0.0,DEBTCONSOLIDATION,D,25000,14.59,1,0.27,Y,2,借款人年龄23岁，收入为93000元，这样的收入水平相对有限。住房情况是RENT，稳定性一般。就业时长约0.0年，这反映出其工作稳定性欠佳。贷款意图为DEBTCONSOLIDATION，然而其信用等级仅为D，这充分表明信用状况不容乐观。申请贷款金额25000元，贷款利率较高，贷款占收入的百分比达27.00%，还款压力较大。借款人曾有违约记录（Y），且信用历史长度为2年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,1
22,175000,RENT,6.0,VENTURE,C,3500,11.91,0,0.02,Y,2,借款人年龄为22岁，展现出与其年龄相称的成熟与稳重。其年收入达175000元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于RENT状态，这体现出其生活具备较高的安定性。就业时长约6.0年，足以证明其工作稳定性较强。此次贷款意图为VENTURE，从过往信用记录来看，信用等级被评定为C，这清晰地表明其信用表现良好。贷款金额为3500元，贷款利率处于合理范畴，贷款占收入的百分比为2.00%，还款压力相对较小。借款人无违约记录（Y），且信用历史长度已有2年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
23,175000,MORTGAGE,3.0,EDUCATION,A,7200,8.38,0,0.04,N,3,借款人年龄为23岁，展现出与其年龄相称的成熟与稳重。其年收入达175000元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于MORTGAGE状态，这体现出其生活具备较高的安定性。就业时长约3.0年，足以证明其工作稳定性较强。此次贷款意图为EDUCATION，从过往信用记录来看，信用等级被评定为A，这清晰地表明其信用表现良好。贷款金额为7200元，贷款利率处于合理范畴，贷款占收入的百分比为4.00%，还款压力相对较小。借款人无违约记录（N），且信用历史长度已有3年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
25,174708,RENT,9.0,VENTURE,B,9000,10.59,0,0.05,N,3,借款人年龄为25岁，展现出与其年龄相称的成熟与稳重。其年收入达174708元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于RENT状态，这体现出其生活具备较高的安定性。就业时长约9.0年，足以证明其工作稳定性较强。此次贷款意图为VENTURE，从过往信用记录来看，信用等级被评定为B，这清晰地表明其信用表现良好。贷款金额为9000元，贷款利率处于合理范畴，贷款占收入的百分比为5.00%，还款压力相对较小。借款人无违约记录（N），且信用历史长度已有3年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
25,174000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,8800,14.27,0,0.05,N,3,借款人年龄为25岁，展现出与其年龄相称的成熟与稳重。其年收入达174000元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于MORTGAGE状态，这体现出其生活具备较高的安定性。就业时长约2.0年，足以证明其工作稳定性较强。此次贷款意图为DEBTCONSOLIDATION，从过往信用记录来看，信用等级被评定为C，这清晰地表明其信用表现良好。贷款金额为8800元，贷款利率处于合理范畴，贷款占收入的百分比为5.00%，还款压力相对较小。借款人无违约记录（N），且信用历史长度已有3年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
26,174000,RENT,8.0,DEBTCONSOLIDATION,B,12000,12.53,0,0.07,N,4,借款人年龄为26岁，展现出与其年龄相称的成熟与稳重。其年收入达174000元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于RENT状态，这体现出其生活具备较高的安定性。就业时长约8.0年，足以证明其工作稳定性较强。此次贷款意图为DEBTCONSOLIDATION，从过往信用记录来看，信用等级被评定为B，这清晰地表明其信用表现良好。贷款金额为12000元，贷款利率处于合理范畴，贷款占收入的百分比为7.00%，还款压力相对较小。借款人无违约记录（N），且信用历史长度已有4年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
25,162000,MORTGAGE,5.0,DEBTCONSOLIDATION,E,25000,16.0,1,0.15,Y,3,借款人年龄25岁，收入为162000元，这样的收入水平相对有限。住房情况是MORTGAGE，稳定性一般。就业时长约5.0年，这反映出其工作稳定性欠佳。贷款意图为DEBTCONSOLIDATION，然而其信用等级仅为E，这充分表明信用状况不容乐观。申请贷款金额25000元，贷款利率较高，贷款占收入的百分比达15.00%，还款压力较大。借款人曾有违约记录（Y），且信用历史长度为3年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
26,173467,MORTGAGE,10.0,VENTURE,B,10000,11.71,0,0.06,N,4,借款人年龄为26岁，展现出与其年龄相称的成熟与稳重。其年收入达173467元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于MORTGAGE状态，这体现出其生活具备较高的安定性。就业时长约10.0年，足以证明其工作稳定性较强。此次贷款意图为VENTURE，从过往信用记录来看，信用等级被评定为B，这清晰地表明其信用表现良好。贷款金额为10000元，贷款利率处于合理范畴，贷款占收入的百分比为6.00%，还款压力相对较小。借款人无违约记录（N），且信用历史长度已有4年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
21,15000,OWN,0.0,HOMEIMPROVEMENT,C,3175,11.54,1,0.21,Y,3,借款人年龄21岁，收入为15000元，这样的收入水平相对有限。住房情况是OWN，稳定性一般。就业时长约0.0年，这反映出其工作稳定性欠佳。贷款意图为HOMEIMPROVEMENT，然而其信用等级仅为C，这充分表明信用状况不容乐观。申请贷款金额3175元，贷款利率较高，贷款占收入的百分比达21.00%，还款压力较大。借款人曾有违约记录（Y），且信用历史长度为3年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
