person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,label,risk_analyst_eval,industry_specialist_eval,legal_advisor_eval
25,186000,OWN,9.0,VENTURE,B,10000,10.25,0,0.05,N,4,0,"- 年龄较轻，工作经验不足，风险较高。
- 年收入稳定，负债比例低（5%），还款能力较强。
- 信贷评分为B，信用记录良好，无违约记录。
- 借款用途为创业，风险较大。

总体风险评级：中风险。",问题包括：1）缺少负债情况和资产状况；2）经营时间仅9个月，描述不清晰，需明确具体业务性质；3）贷款用途为“VENTURE”定义不明确。建议补充负债、资产信息及经营模式说明。,借款人年收入高且无违约记录，显示出一定的责任感和诚信。贷款用途为创业，表明有明确目标规划。整体评估为明确意愿。
24,185000,MORTGAGE,,EDUCATION,B,35000,12.42,0,0.19,N,2,0,"- 年龄较年轻，工作年限不足，收入稳定性待考。
- 信贷评分B，信用记录良好，无违约记录。
- 贷款金额占收入比例较低（19%），还款压力小。
- 住房情况为抵押贷款，可能影响流动性。

总体风险评级：中风险。","问题1：工作年限为“nan”，缺失关键信息；  
问题2：借款用途“EDUCATION”描述不明确；  
问题3：信贷评分B与无违约记录自相矛盾。  
需补充工作年限及借款用途具体说明。",该借款人年龄较轻，年收入稳定，未有违约记录，信用历史较短但良好，借款用于教育，表现出积极的还款意愿。总结判断：明确意愿。
25,185000,RENT,6.0,VENTURE,C,15000,15.27,0,0.08,N,2,0,"- 年龄：25岁，正值工作发展期。
- 年收入：185000元，收入稳定。
- 工作年限：仅6个月，缺乏稳定性。
- 信贷评分：C，信用较差。
- 负债水平：贷款金额占收入比例0.08，较低。
- 无违约记录，有积极还款记录。

总体风险评级：中风险。",存在问题：1）缺失收入来源细节（如行业及岗位）；2）负债情况未提及；3）经营时间不明确，可能影响还款能力。需补充收入来源、负债信息及经营时间。,借款人年收入较高且无违约记录，显示一定责任感和诚信。然而，短暂工作经验及信贷评分C可能反映潜在逃避动机。综合判断为：意愿不明。
24,62050,RENT,8.0,MEDICAL,D,25000,15.33,1,0.34,Y,2,1,"1. 年龄较年轻，工作年限短，收入稳定性不足。
2. 信贷评分等级为D，风险较高。
3. 贷款金额占收入比例合理，但有违约记录。
4. 负债水平较低，短期内还款压力小。
总体风险评级：中风险。",问题有：1）缺失负债情况、收入来源、医疗费用明细等信息；2）贷款状态未明确说明；3）信贷评分等级与违约记录需解释。需补充这些信息。,借款人年龄较轻，年收入尚可，但信贷评分等级D和有违约记录表明信用状况不佳。借款用途为医疗，可能有迫切需求。总体来看，其积极还款意愿不明确，存在潜在逃避动机，评估为“意愿不明”。
23,79416,RENT,7.0,VENTURE,D,25000,15.21,1,0.31,Y,2,1,"- 年龄较小，工作经验不足，收入来源不稳定。
- 信贷评分D，信用风险高。
- 有违约记录，增加违约可能性。
- 贷款金额占收入比例合理，但考虑利率和用途风险。
- 总体风险评级：高风险。",问题包括：收入来源不明、负债情况缺失、经营时间不够清晰。需补充信息：负债总额、违约记录详情、工作性质，以及申请人对借款用途的具体计划。,借款人年龄较小，工作时间短，信贷评分低，且有违约记录，显示出一定的逃避动机。虽然年收入较高，但资金用途不明确。总结判断：可疑态度。
21,14400,OWN,4.0,VENTURE,C,6250,14.72,1,0.43,N,2,0,"- 年龄较小，工作年限短，稳定性不足。
- 年收入低，贷款金额占比适中，但还款压力大。
- 信贷评分等级C，信用风险较高。
- 无违约记录为加分项，但整体财务状况偏弱。

总体风险评级：中风险。",问题有：1）缺少负债情况、收入来源细节；2）“贷款状态”不明确，需进一步阐释；3）“贷款金额占收入比例”需说明计算依据。需补充以上信息。,借款人年仅21岁，工作时间短，收入低，借款用于创业，风险较高。信贷评分C，贷款金额占收入比例适中，但无违约记录，体现一定的责任感。总体判断：意愿不明。
24,79631,RENT,8.0,PERSONAL,D,25000,15.7,1,0.31,Y,2,1,"- 年龄较轻，工作经验不足，稳定性差。
- 年收入较低，贷款金额占比适中，但信贷评分D。
- 有违约记录，影响信用状况。
- 住房租赁使财务灵活性有限。

总体风险评级：高风险。",问题：1）缺少负债情况及收入来源的详细信息；2）借款用途描述含糊，需具体说明；3）信贷评分D与违约记录需解释。建议补充负债明细和收入来源。,借款人年龄较小，工作年限短，信贷评分D且有违约记录，说明责任感和诚信程度不足。借款用途个人化，目标规划不明确，存在潜在逃避动机。判断为意愿不明。
24,79632,RENT,0.0,EDUCATION,C,25000,13.35,1,0.31,N,4,0,"- 年龄偏年轻，工作经验不足，收入稳定性差。
- 信贷评分C，潜在风险较高。
- 贷款金额占收入比例合理（31%），但住房租赁增加压力。
- 无违约记录，信用历史4年。
- 总体判断：中风险。",问题：1）工作年限为0，缺乏稳定收入来源；2）借款用途为教育，但未说明具体用途；3）信贷评分为C，需评估风险。需补充工作性质、负债情况和教育费用明细。,借款人年龄较小，收入稳定，但工作经验不足。借款用于教育显示积极目标规划。信贷评分C和贷款占比适中，且无违约记录，体现一定责任感。总体判断为：明确意愿。
21,14400,MORTGAGE,0.0,MEDICAL,C,1500,,0,0.1,N,4,0,"分析逻辑：
- 年龄年轻，工作经验不足，稳定性差。
- 年收入14400元，贷款金额1500元，占比仅0.1，负担较轻。
- 信贷评分C，信用状况一般。
- 无违约记录，信用历史良好。

总体风险评级：中风险。",发现问题：1）缺少负债情况和具体的收入来源；2）利率为“nan%”不明确，需澄清；3）工作年限为0.0月，需说明原因。补充信息需包括详细收入来源和负债详情。,借款人年仅21岁，工作经验不足，收入较低，贷款金额占比小。无违约记录表明一定责任感，借款用途为医疗显示急迫性。整体来看，借款人意愿明确。
24,80000,RENT,6.0,EDUCATION,A,25000,6.62,1,0.31,N,2,0,"1. 年龄偏年轻，工作年限短，稳定性不足。
2. 年收入较高，贷款金额占比低（31%），还款压力小。
3. 信贷评分等级A，信用记录良好，无违约记录。
4. 住房租赁，可能影响长期财务稳定性。

总体风险评级：中风险。",问题：1）缺失负债情况、月收入；2）描述较清晰，但工作年限短可能影响贷款审批；3）无自相矛盾表述。需补充负债情况和月收入信息。,借款人年收入高，信贷评分A，无违约记录，贷款用途为教育，显示出积极还款意愿。工作时间短但信用历史良好，意愿明确。
26,80000,RENT,5.0,DEBTCONSOLIDATION,C,25000,13.61,1,0.31,N,4,0,"- 信用评分C，较低，风险较高。
- 年收入80000元，贷款占比31%，可接受。
- 工作年限仅5个月，稳定性不足。
- 无违约记录，信用历史4年。
- 借款用途为债务整合，需关注后续管理。

总体风险评级：中风险。","问题1：缺失经营时间与收入来源的具体说明。  
问题2：工作年限较短，需说明是否稳定。  
问题3：信贷评分等级较低，需解释原因。  
补充信息：明确收入来源、工作稳定性及信贷评分影响因素。",借款人年收入80000元，暂无违约记录，贷款金额占收入比例合理，显示出一定的责任感。借款用途为债务整合，表明积极还款意愿。然而，信贷评分C及工作年限短可能暗示潜在逃避动机。总体判断：意愿不明。
22,185000,RENT,4.0,MEDICAL,B,25000,11.36,0,0.14,N,2,0,"- 借款人年龄较小，工作年限短，收入稳定性低。
- 年收入185000元，贷款金额占比合理。
- 信贷评分等级B，信用记录良好，无违约记录。
- 住房为租赁，缺乏资产抵押。
- 综合考虑，整体风险较高。

总体风险评级：中风险。",问题：1）缺少负债情况、收入来源的详细说明。2）工作年限较短，可能影响贷款审核。3）借款用途不够具体，需补充医疗费用明细。,借款人年收入较高且无违约记录，贷款金额占比低，显示一定的还款能力。借款用途为医疗，体现积极的还款意愿。总体判断：明确意愿。
26,185000,OWN,10.0,PERSONAL,A,5000,7.68,0,0.03,N,2,0,"- 年收入185000元，贷款占比仅0.03，负担轻。
- 信贷评分A，说明信用良好。
- 无违约记录，信用历史稳定。
- 工作年限10个月，收入来源相对新。
- 住房已拥有，资产稳健。

总体风险评级：低风险。",问题：1）缺失负债情况、收入来源具体说明；2）借款用途“PERSONAL”含糊，需明确用途；3）工作年限仅10个月，需说明稳定性。建议补充上述信息。,借款人年收入高、信贷评分A级且无违约记录，表现出较强的个人责任感和诚信程度。借款用途个人且金额小，显示积极还款意愿。总结判断：明确意愿。
24,184992,RENT,7.0,HOMEIMPROVEMENT,D,22000,14.46,0,0.12,Y,4,1,"- 信用评分D，表明信用状况较差。
- 年收入较高，但工作年限短，仅7个月，稳定性不足。
- 负债水平低（占收入12%），但有违约记录。
- 租房状态可能影响还款能力。
总体风险评级：高风险。",问题包括：1）缺失负债情况、收入来源及家庭状况；2）工作年限短，逻辑上可能影响还款能力；3）信贷评分D且有违约记录，需说明原因。建议补充上述信息。,借款人年龄较轻，收入稳定，但信贷评分低且有违约记录，显示出责任感不足。借款用途为改善住房，表明一定积极意愿，但整体信用状况可疑。总结判断：可疑态度。
23,184000,OWN,5.0,EDUCATION,B,2500,11.83,0,0.01,N,2,0,"- 年龄较小，工作年限短，收入稳定但不足以支撑长期还款。
- 信用评分B，属于中等水平，缺乏强力的信用背书。
- 贷款金额占收入比例低，短期负担轻。
- 无违约记录，信用历史良好。

总体风险评级：中风险。",问题包括：1）缺少负债情况及收入来源的详细说明；2）工作年限较短，需说明为何有能力偿还；3）贷款金额与年收入比例不符，需解释借款用途的合理性。,借款人年龄较小，年收入稳定，拥有住房，且无违约记录，显示一定的责任感与诚信。贷款用途明确，信贷评分为B，表明积极还款意愿。总体判断：明确意愿。
24,172000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,20000,13.47,1,0.12,Y,4,0,"- 信用评分C，表明信用状况较差。
- 年收入172000元，贷款金额仅占12%，还款能力尚可。
- 工作仅6个月，稳定性不足。
- 有违约记录，增加信用风险。
- 借款用于债务整合，可能表明财务压力。

总体风险评级：高风险。",问题包括：1）缺失负债情况、资产状况信息。2）描述清晰，逻辑合理。3）有违约记录与信贷评分等级C不符。需补充负债详情和资产信息。,借款人年收入较低、信用评分C，且有违约记录，显示出责任感不足。借款用途为债务整合，可能存在逃避动机。总体判断：意愿不明。
24,183000,MORTGAGE,2.0,MEDICAL,B,20000,11.49,0,0.11,N,3,0,"- 年龄较轻，工作年限短，职业稳定性不足。
- 年收入较高，贷款金额占比低，负担较轻。
- 信贷评分B，信用历史较好，无违约记录。
- 贷款用途合理，但医疗支出风险需关注。

总体风险评级：中风险。",问题包括：1）工作年限仅2个月，需补充稳定收入来源及负债情况；2）贷款用途“医疗”需具体说明；3）信贷评分等级为B，需解释对贷款的影响。,借款人年收入较高，贷款比例低，且无违约记录，显示出一定的还款能力和责任感。用途为医疗，表明有迫切需求。信贷评分B虽一般，但无潜在逃避动机。判断：明确意愿。
22,183000,MORTGAGE,3.0,EDUCATION,A,1000,,0,0.01,N,2,0,"- 年龄较小，工作年限短，稳定性不足。
- 年收入较高，但仅工作3个月，收入来源不稳。
- 信贷评分A，表明信用良好。
- 贷款金额占收入比例仅0.01，负担轻。
- 无违约记录，信用历史良好。

总体风险评级：中风险。",问题包括：1）缺失负债情况和具体的住房贷款信息；2）利率为“nan%”含糊不清；3）工作年限较短可能影响信用。需补充以上信息。,借款人年收入183000元，信贷评分A，无违约记录，贷款金额小于收入1%。显示出积极还款意愿。总结判断：明确意愿。
25,182952,MORTGAGE,9.0,PERSONAL,A,15000,6.03,0,0.08,N,3,0,"- 信用评分A，信用记录良好，无违约记录。
- 年收入182952元，贷款金额15000元，占比仅0.08，负担轻。
- 工作年限9个月，稳定性需进一步观察。
- 住房按揭，可能影响流动性。

总体风险评级：低风险。",发现的问题：缺少负债情况、住房贷款金额、月供情况等关键信息；借款用途“PERSONAL”描述含糊，未具体说明用途。需补充以上信息以确保审核准确性。,借款人年收入高、信用评分A、无违约记录，显示出良好的还款能力和责任感。借款用途个人且贷款比例低，表明积极还款意愿。总结判断：明确意愿。
23,74004,RENT,7.0,DEBTCONSOLIDATION,E,25000,16.35,1,0.34,N,4,0,"- 信贷评分等级E，表明信用较差。
- 年收入74004元，贷款金额占比34%，相对合理。
- 工作年限短，仅7个月，稳定性不足。
- 借款用途为债务整合，可能表明财务压力。
- 无违约记录，但信用历史较短。

总体风险评级：中风险。",问题：缺失负债情况和收入来源的详细描述；工作年限不足以稳定贷款，需说明是否有其他收入来源。信贷评分E较低，需补充申请人还款能力的证明。,借款人年龄较小，工作时间短，年收入虽可接受，但信贷评分低，贷款用途为债务整合，显示出一定的积极还款意愿。无违约记录，但信用历史较短，责任感和诚信程度有待提升。整体意愿可疑。
26,74004,RENT,10.0,DEBTCONSOLIDATION,D,25000,,1,0.34,Y,4,1,"- 信用评分D，表示信用风险高。
- 年收入74004元，贷款占比34%，负担相对合理。
- 工作年限仅10个月，稳定性不足。
- 有违约记录，增加违约风险。
- 住房情况租住，缺乏资产支持。

总体风险评级：高风险。",问题包括：1）负债情况缺失；2）利率为“nan%”不明确；3）信用评分D与违约记录不符。需补充负债详情及明确利率信息。,借款人年收入较低，借款用途为债务整合，信贷评分等级为D且有违约记录，显示出潜在逃避还款动机。总结判断：意愿不明。
25,81000,RENT,5.0,DEBTCONSOLIDATION,A,25000,7.29,1,0.31,N,3,0,"- 信用评分A，信用记录良好，无违约记录。
- 年收入81000元，贷款占比31%，负担适中。
- 工作年限仅5个月，稳定性不足。
- 借款用途为债务整合，需关注管理能力。

总体风险评级：中风险。",问题包括：1）收入来源不明确；2）负债情况缺失；3）工作年限较短，可能影响还款能力。需补充负债情况及收入来源信息。,借款人信贷评分等级为A，年收入较高且无违约记录，显示出良好的诚信程度和责任感。借款用于债务整合，表明积极还款意愿。总体判断为：明确意愿。
23,81600,RENT,1.0,MEDICAL,B,25000,11.36,1,0.31,N,3,0,"- 年龄较轻，工作年限短，收入稳定但不足以支持高额贷款。
- 信贷评分等级B，表明信用状况一般。
- 贷款金额占收入比例0.31，适中。
- 无违约记录，信用历史较好。

总体风险评级：中风险。",问题包括：1）工作年限仅1个月，缺乏稳定性；2）收入来源不明，未说明是否为全职；3）借款用途及还款能力需进一步解释。建议补充收入来源、负债情况及还款计划。,借款人年轻，年收入较高，贷款占比适中，无违约记录，信用历史良好，借款用途合理，显示出积极还款意愿。总结判断：明确意愿。
24,82000,RENT,8.0,VENTURE,B,25000,10.25,0,0.3,N,2,0,"- 年龄较轻，职业稳定性不足（工作8个月）。  
- 年收入82000元，贷款金额25000元，占收入比例合理（30%）。  
- 信贷评分B，信用历史良好（无违约记录）。  
- 住房租赁，缺乏资产保障。  
- 借款用途为创业，存在较高风险。  

总体风险评级：中风险。",问题包括：1）缺失负债情况和经营计划；2）借款用途“VENTURE”描述模糊，需明确具体项目；3）工作年限较短，需说明稳定性。建议补充以上信息。,借款人年龄较轻，年收入稳定且无违约记录，显示出一定的责任感。借款用途为创业，表明积极目标规划。信贷评分B虽不高，但无负面记录。总体判断为明确意愿。
24,83000,RENT,5.0,EDUCATION,B,25000,11.12,0,0.3,N,3,0,"- 年龄较小，稳定性不足。
- 年收入83000元，贷款金额占收入比例低（30%）。
- 工作年限短（5个月），收入来源不稳定。
- 信贷评分B，信用记录良好，无违约记录。
- 总体风险评级：中风险。",问题包括：1）缺少负债情况和收入来源的详细说明；2）工作年限仅5个月，稳定性存疑；3）借款用途不明确，缺乏具体计划。需补充负债信息和借款用途详细说明。,借款人年龄较小，收入适中，借款用于教育，显示出积极的目标规划。无违约记录和较短的工作年限，体现一定责任感。信贷评分B虽不高，但未显示逃避动机。综合判断，明确意愿。
24,83000,RENT,5.0,PERSONAL,D,25000,12.92,0,0.3,Y,3,1,"- 信贷评分等级D，表明信用风险高。
- 年收入83000元，但工作年限仅5个月，稳定性不足。
- 贷款金额25000元，占收入比例30%，相对合理。
- 有违约记录，增加信用风险。
- 信用历史较短，缺乏良好还款记录。

总体风险评级：高风险。",存在问题：1）缺失负债情况、收入来源和经营时间等关键信息；2）描述较为含糊，逻辑不够清晰；3）信贷评分等级与贷款申请不符。需补充负债情况、收入来源、工作单位及信用记录细节。,借款人年收入83000元，但信贷评分D且有违约记录，显示信用状况不佳。工作仅5个月，住房租赁，缺乏稳定性。借款用途为个人且负担较高，整体表现出可疑态度，意愿不明。
24,180000,RENT,8.0,EDUCATION,E,18000,18.64,0,0.1,Y,4,0,"- 信用评分等级E，表明信用状况较差。
- 有违约记录，增加信用风险。
- 年收入180000元，贷款金额占比低（0.1），短期负担能力尚可。
- 工作年限较短（8个月），收入来源稳定性不足。

总体风险评级：高风险。",问题：1）缺失负债情况信息；2）工作年限与年龄不符，逻辑不清；3）违约记录与信贷评分矛盾。需补充负债情况、工作单位、详细违约原因。,借款人年收入较低且有违约记录，信用评分为E，显示出潜在的逃避动机。借款用途为教育，但工作年限短，责任感和诚信程度存疑。总结判断为：意愿不明。
23,180000,MORTGAGE,8.0,PERSONAL,A,28000,7.51,0,0.16,N,3,0,"- 年龄较轻，工作年限短，稳定性不足。
- 年收入较高，贷款金额占比低（16%），还款压力小。
- 信用评分等级为A，无违约记录，信用历史良好。
- 负债水平低，负担可控。

总体风险评级：中风险。",问题：缺少负债情况和资产信息，贷款用途描述含糊，未说明具体用途；工作年限较短可能影响还款能力。需补充负债、资产、借款用途详细信息。,借款人年龄较轻，工作年限短，但年收入较高，信贷评分为A且无违约记录，显示出诚信程度。借款用途为个人，贷款金额占收入比例低，表明其有明确还款意愿。总体判断为：明确意愿。
23,14400,OWN,2.0,HOMEIMPROVEMENT,E,4000,16.7,1,0.28,N,2,0,"- 年龄较小，工作年限短，稳定性不足。
- 年收入低，贷款金额占收入比例合理，但还款压力仍需关注。
- 信用评分E，风险较高，信用记录无违约有利。
- 综合考虑，借款人信用风险较大。

总体风险评级：中风险。",发现问题：1）收入来源不明确，需补充工作单位及职位信息；2）负债情况缺失，需提供其他贷款或信用卡负债信息；3）工作年限过短，需说明是否为试用期。,借款人年收入较低但有房产，体现一定责任感。贷款用途为改善住房，显示积极意愿。信贷评分较低，但无违约记录，诚信程度较好。总体判断：明确意愿。
22,14400,OWN,0.0,PERSONAL,B,2100,11.14,0,0.15,N,4,0,"- 年龄较小，缺乏工作经验，风险较高。
- 年收入偏低，贷款占比小，但还款能力有限。
- 信用评分B，虽无违约记录，但信用风险存在。
- 总体评估：中风险。",问题：1）缺失收入来源和负债情况；2）工作年限为“0.0月”，需明确说明是否刚毕业；3）贷款状态“0”含糊，需说明具体含义。建议补充以上信息。,借款人年仅22岁，工作经验不足，年收入14400元，贷款金额2100元占比小，且无违约记录，信用良好，显示出一定的责任感和诚信。总体判断为：明确意愿。
22,84500,RENT,6.0,PERSONAL,F,25000,18.3,0,0.3,N,4,0,"- 信用评分等级F，表明信用状况较差。
- 年收入84500元较低，贷款金额25000元占收入比例为30%。
- 工作仅6个月，收入稳定性不足。
- 租房无资产抵押，缺乏财务安全感。
- 无违约记录，但信用历史较短。

总体风险评级：高风险。","问题包括：1）缺少负债情况和收入来源信息；2）借款用途""PERSONAL""描述不明确；3）工作年限较短，可能影响信用评估。需补充负债、收入来源及具体用途。",借款人年收入84500元，贷款金额25000元占比合理，且无违约记录，显示一定责任感。但信贷评分F及短工作年限可能暗示潜在逃避动机。总体判断：意愿不明。
24,85000,RENT,5.0,MEDICAL,B,25000,10.62,0,0.29,N,4,0,"- 年龄较轻，信用历史较短，工作年限不足，稳定性差。
- 年收入85000元，负债比例29%，相对可控。
- 信用评分B，虽无违约记录，但信用等级偏低。
- 借款用途医疗，紧急性高，可能导致还款压力。

总体风险评级：中风险。",问题：1）缺失负债情况；2）工作年限较短，收入稳定性存疑；3）未说明医疗用途具体情况。需补充负债信息及医疗用途详细说明。,借款人年收入较高、无违约记录，贷款金额占收入比例合理，表明其具备一定的还款能力。借款用途为医疗，显现出紧急需求，且年龄较年轻，工作年限较短可能影响稳定性。总体判断为：明确意愿。
24,180000,MORTGAGE,7.0,VENTURE,B,14000,11.99,0,0.08,N,2,0,"- 年收入较高，贷款占比低（8%），还款压力小。
- 信贷评分B，信用记录良好，无违约记录。
- 工作时间短（7个月），收入稳定性需考量。
- 借款用途为创业，存在一定风险。

总体风险评级：中风险。",问题包括：1) 收入来源不明，需补充具体工作单位和职位；2) 借款用途“VENTURE”含糊，需明确具体用途；3) 贷款状态“0”不清晰，需说明是否为申请中。,借款人年收入较高，贷款金额占比低，且无违约记录，表明其有一定的还款能力。工作年限短可能影响稳定性。整体来看，借款人积极还款意愿较强，判断为“明确意愿”。
26,180000,MORTGAGE,2.0,VENTURE,B,12000,9.63,0,0.07,N,4,0,"- 年龄较轻，工作年限短，职业稳定性待考量。
- 年收入良好，但工作时间不足，收入来源不稳定。
- 信贷评分B，属于中等信用。
- 贷款金额低，占收入比例仅7%，还款压力小。
- 无违约记录，信用历史良好。

总体风险评级：中风险。",问题包括：1）工作年限仅2个月，需补充稳定性证明；2）关于“借款用途”的具体计划不明确；3）贷款比例合理，但需确认负债情况。,借款人年收入较高，且无违约记录，显示出一定的诚信程度。借款用途为创业，表明积极目标规划。然而，工作年限仅2个月，可能影响其还款稳定性。总体判断：意愿不明。
25,142800,MORTGAGE,9.0,MEDICAL,F,10000,18.25,1,0.06,N,4,0,"- 年收入142800元，贷款金额仅占6%，负担较轻。
- 信用评分F，表明信用状况差。
- 工作年限短，职业稳定性不足。
- 无违约记录，信用历史4年尚可。
- 高利率18.25%，增加还款压力。

总体风险评级：中风险。",发现的问题：1）缺失负债情况和住房贷款金额。2）借款用途“MEDICAL”描述含糊，需具体说明。3）信贷评分等级为F，需解释原因。建议补充以上信息以完善审核。,借款人年收入较高，借款金额占比低，且无违约记录，显示一定的还款责任感。贷款用于医疗，体现积极意愿。总体判断为：明确意愿。
23,14664,MORTGAGE,0.0,DEBTCONSOLIDATION,C,6000,,1,0.41,N,4,0,"- 年龄较小，工作经验不足，收入水平低。
- 信贷评分C，信用风险较高。
- 负债比例41%，占收入较大。
- 贷款目的为债务整合，可能存在财务困境。

总体风险评级：高风险。",问题包括：1）缺失收入来源和负债情况；2）借款用途不明确，需具体说明；3）利率为nan%，需补充有效数据。建议提供详细收入来源和负债情况。,借款人年仅23岁，工作经验不足，但没有违约记录，信用历史较长，表明诚信度较高。借款用途为债务整合，显示出积极还款意愿。综合评估：明确意愿。
24,87000,RENT,8.0,HOMEIMPROVEMENT,D,25000,14.84,0,0.29,N,3,0,"- 年龄较轻，工作年限短，收入稳定性存疑。
- 信贷评分等级D，表明信用状况较差。
- 年收入87000元，贷款金额占比合理，但利率高。
- 无违约记录利好，但信用历史短。
- 负债水平适中，但整体信用风险较高。

总体风险评级：高风险。",问题包括：1）缺失负债情况和资产信息；2）工作年限短，可能影响还款能力；3）信贷评分D与收入不匹配，需解释原因。需补充负债、资产及信用评分影响因素。,借款人年收入较低且信贷评分为D，显示信用风险高。贷款用途为提升居住环境，表明一定责任感。无违约记录是积极因素，但短工作年限和高利率可能影响还款能力。总体判断为：意愿不明。
24,75000,RENT,0.0,VENTURE,E,25000,14.7,1,0.33,Y,3,0,"- 年龄较轻，工作经验不足，风险较高。
- 年收入75000元，贷款占比33%，还款压力适中。
- 信贷评分E，信用记录不良且有违约记录，风险显著。
- 住房状况为租赁，缺乏资产保障。

总体风险评级：高风险。",问题包括：1）工作年限0月与收入不符，需补充收入来源；2）借款用途“VENTURE”不明确；3）信贷评分E和违约记录影响借款资格，需进一步说明。,借款人年仅24岁，工作经验不足，信贷评分低，且有违约记录，显示出潜在逃避动机。虽然有创业意图，但仍缺乏责任感和规划。意愿不明。
23,76000,RENT,7.0,DEBTCONSOLIDATION,D,25000,16.02,1,0.33,N,4,0,"- 信用评分D，表明信用风险较高。
- 年龄较小，工作年限短，收入稳定性存疑。
- 贷款金额占收入比例适中，但用于债务整合，可能说明负债压力。
- 无违约记录，但信用历史较短。
- 综合考虑，风险评级：中风险。",问题包括：1）工作年限仅7个月，稳定性不足；2）负债情况缺失，无法评估还款能力；3）借款用途不明确，需具体说明。建议补充负债信息及借款用途详细描述。,借款人年收入较低，信用评分D，贷款用途为债务整合，可能存在逃避动机。虽然无违约记录，但工作时间短，责任感和还款意愿可疑。总结判断：意愿不明。
23,66215,RENT,1.0,MEDICAL,D,25000,15.37,1,0.32,Y,2,1,"- 年龄较小，工作年限短，收入稳定性不足。
- 信贷评分D，表明信用风险高。
- 有违约记录，增加违约风险。
- 贷款金额占收入比例合理，但负债水平相对较高。
- 总体判断：高风险。",问题包括：1）工作年限仅1个月，需补充稳定性和收入来源；2）信贷评分D与违约记录不符，需说明原因；3）贷款金额占收入比例偏高，需明确还款能力。,借款人年收入较低且工作时间短，信贷评分D且有违约记录，显示出诚信程度不足。借款用途为医疗，但缺乏明确的还款计划，意愿可疑。总体判断：意愿不明。
25,90000,RENT,9.0,MEDICAL,B,25000,10.99,0,0.28,N,4,0,"- 年龄较轻，工作年限短，稳定性不足。
- 年收入90000元，负债占比0.28，合理。
- 信贷评分B，信用记录良好，无违约。
- 贷款用途为医疗，紧急性高。

总体风险评级：中风险。",问题包括：1）缺少负债情况和其他收入来源；2）工作年限较短，需说明是否稳定；3）借款用途需具体描述。建议补充负债和收入来源信息。,借款人年收入较高，信用记录良好，无违约记录，显示出一定的责任感与诚信。然而，短暂的工作年限和高贷款占比可能暗示经济压力，需谨慎评估。总体判断为：意愿不明。
21,15000,OWN,0.0,HOMEIMPROVEMENT,A,6200,7.9,1,0.41,N,2,0,"- 年龄尚小，工作年限不足，收入稳定性待考量。
- 信贷评分等级A，信用记录良好，无违约。
- 贷款金额占收入比例低，负担可控。
- 住房已拥有，经济基础相对稳固。

总体风险评级：中风险。",问题：1）缺失经营时间，工作年限为0月，需补充工作性质及收入稳定性；2）描述清晰，但需明确收入来源；3）无自相矛盾表述。建议补充工作性质及收入来源。,借款人年龄较小，但有良好的信贷评分（A）及无违约记录，显示出诚信程度高。贷款用途明确且合理，借款金额占收入比例适中，表明积极还款意愿。总结判断：明确意愿。
26,180000,OWN,2.0,PERSONAL,B,25000,10.99,0,0.14,N,4,0,"- 年龄适中，有稳定收入。
- 收入足够覆盖贷款还款，负债水平低（占收入比14%）。
- 信用评分B，虽非最佳但无违约记录。
- 工作年限短，稳定性待考量。

总体风险评级：中风险。",问题：1）缺失负债情况和收入来源详细信息；2）描述较为清晰，但工作年限较短可能影响信用；3）无自相矛盾表述。需补充负债情况和收入来源。,借款人年收入较高且无违约记录，拥有住房，显示出一定的责任感和诚信度。工作年限短可能影响稳定性，但贷款金额占收入比例低，表明积极还款意愿。总结判断：明确意愿。
24,180000,OWN,8.0,EDUCATION,B,21000,11.48,0,0.12,N,3,0,"- 年收入较高且贷款金额占比低（12%），还款压力小。
- 信贷评分B，信用记录良好，无违约记录。
- 工作年限较短（8个月），收入稳定性需关注。
- 贷款用于教育，长期收益潜力大。

总体风险评级：中风险。",存在以下问题：1）缺失负债情况和收入来源详细描述；2）工作年限仅8个月，需说明稳定性；3）借款用途不明晰，需具体说明教育用途。建议补充相关信息以完善审核。,借款人年收入稳定，住房自有，且无违约记录，显示出较强的责任感和诚信程度。借款用于教育，目标明确，贷款占比低，体现积极还款意愿。总结判断：明确意愿。
25,180000,OWN,9.0,MEDICAL,C,20000,14.26,0,0.11,Y,4,0,"- 信用评分C，较低；
- 年收入180000元，贷款占比11%，还款压力小；
- 仅工作9个月，稳定性不足；
- 有违约记录，增加风险；
- 信用历史4年，虽长但不良记录影响信任。

总体风险评级：高风险。",问题：1）缺少负债情况、收入来源说明；2）工作年限为9个月，是否稳定不清晰；3）违约记录与信贷评分等级矛盾。需补充负债情况及稳定性分析。,借款人年龄较轻，年收入较低，贷款用途为医疗，显示一定的紧迫性。信贷评分C且有违约记录，诚信程度可疑。整体看，借款人意愿不明。
